SPM (Spatial Population Model)
Call: ..\..\Build\windows\spm -p -q -g 0 -o profile.dat 
Date: Wed Apr 22 15:16:31 2020
v2.0.2-2020-04-21 (rev. 2020-04-21 11:34:49 UTC). Copyright (c) 2008-2020, NIWA
User name: alist
Machine name: HP1040 (Windows_NT, PID=6968)

[mature-2002]
report.type: observation
label: mature-2002
type: proportions_by_category
year: 2002
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r3-c5 immature+mature 24 0.01926 0.0265732 -0.00731324 662 50 46.4888 3.20766
r3-c5 immature+mature 25 0.01616 0.0233306 -0.00717061 662 50 46.4888 2.73913
r3-c5 immature+mature 26 0.01779 0.0204854 -0.00269537 662 50 46.4888 3.15244
r3-c5 immature+mature 27 0.01158 0.0179876 -0.00640761 662 50 46.4888 2.04438
r3-c5 immature+mature 28 0.01228 0.0157946 -0.0035146 662 50 46.4888 2.25217
r3-c5 immature+mature 29 0.00719 0.013869 -0.00667904 662 50 46.4888 1.31666
r3-c5 immature+mature 30 0.0216 0.0998994 -0.0782994 662 50 46.4888 2.31493
r3-c6 immature+mature 1 0 0.00989157 -0.00989157 611 50 46.2179 0
r3-c6 immature+mature 2 0 1.13325e-16 -1.13325e-16 611 50 46.2179 0
r3-c6 immature+mature 3 0 1.22624e-16 -1.22624e-16 611 50 46.2179 0
r3-c6 immature+mature 4 0.00222 2.94211e-16 0.00222 611 50 46.2179 2.61894
r3-c6 immature+mature 5 0.00427 6.8048e-16 0.00427 611 50 46.2179 5.05075
r3-c6 immature+mature 6 0.01428 0.000105641 0.0141744 611 50 46.2179 5.93901
r3-c6 immature+mature 7 0.00572 0.000398562 0.00532144 611 50 46.2179 1.96795
r3-c6 immature+mature 8 0.00472 0.00139929 0.00332071 611 50 46.2179 1.34321
r3-c6 immature+mature 9 0.01112 0.00404342 0.00707658 611 50 46.2179 2.71198
r3-c6 immature+mature 10 0.02837 0.0104137 0.0179563 611 50 46.2179 6.14609
r3-c6 immature+mature 11 0.02852 0.024623 0.00389704 611 50 46.2179 5.04762
r3-c6 immature+mature 12 0.05465 0.05132 0.00333002 611 50 46.2179 8.73037
r3-c6 immature+mature 13 0.06027 0.0850734 -0.0248034 611 50 46.2179 8.39331
r3-c6 immature+mature 14 0.07921 0.102873 -0.0236626 611 50 46.2179 11.0063
r3-c6 immature+mature 15 0.07248 0.095835 -0.023355 611 50 46.2179 10.1039
r3-c6 immature+mature 16 0.06945 0.0804145 -0.0109645 611 50 46.2179 10.152
r3-c6 immature+mature 17 0.09087 0.0673809 0.0234891 611 50 46.2179 14.8119
r3-c6 immature+mature 18 0.05904 0.0576575 0.00138247 611 50 46.2179 9.24733
r3-c6 immature+mature 19 0.07272 0.0500595 0.0226605 611 50 46.2179 12.3276
r3-c6 immature+mature 20 0.03908 0.0437674 -0.00468743 611 50 46.2179 6.17325
r3-c6 immature+mature 21 0.0473 0.0383764 0.00892359 611 50 46.2179 7.99894
r3-c6 immature+mature 22 0.04207 0.0336853 0.00838471 611 50 46.2179 7.23526
r3-c6 immature+mature 23 0.03408 0.029578 0.00450197 611 50 46.2179 5.88437
r3-c6 immature+mature 24 0.0315 0.0259748 0.00552521 611 50 46.2179 5.56894
r3-c6 immature+mature 25 0.02407 0.0228091 0.00126089 611 50 46.2179 4.25731
r3-c6 immature+mature 26 0.02627 0.0200297 0.00624027 611 50 46.2179 4.85265
r3-c6 immature+mature 27 0.01772 0.0175887 0.000131261 611 50 46.2179 3.24354
r3-c6 immature+mature 28 0.02066 0.015445 0.00521499 611 50 46.2179 3.9638
r3-c6 immature+mature 29 0.01362 0.0135624 5.75757e-05 611 50 46.2179 2.59857
r3-c6 immature+mature 30 0.04169 0.0976944 -0.0560044 611 50 46.2179 5.10831
r4-c3 immature+mature 1 0 0.000309075 -0.000309075 111 50 34.472 0
r4-c3 immature+mature 2 0 0 0 111 50 34.472 0
r4-c3 immature+mature 3 0 2.91921e-24 -2.91921e-24 111 50 34.472 0
r4-c3 immature+mature 4 0 6.50927e-24 -6.50927e-24 111 50 34.472 0
r4-c3 immature+mature 5 0.0039 1.47169e-23 0.0039 111 50 34.472 3.43474
r4-c3 immature+mature 6 0.08528 4.79522e-05 0.085232 111 50 34.472 30.9536
r4-c3 immature+mature 7 0.07467 0.000230843 0.0744392 111 50 34.472 22.8379
r4-c3 immature+mature 8 0.09757 0.000829035 0.096741 111 50 34.472 26.1308
r4-c3 immature+mature 9 0.02609 0.0024212 0.0236688 111 50 34.472 5.37818
r4-c3 immature+mature 10 0.07969 0.00628524 0.0734048 111 50 34.472 15.4098
r4-c3 immature+mature 11 0.05385 0.0150472 0.0388028 111 50 34.472 8.35488
r4-c3 immature+mature 12 0.03904 0.0322998 0.0067402 111 50 34.472 4.80191
r4-c3 immature+mature 13 0.04694 0.0573685 -0.0104285 111 50 34.472 4.9961
r4-c3 immature+mature 14 0.06552 0.0790174 -0.0134974 111 50 34.472 6.67711
r4-c3 immature+mature 15 0.04078 0.0871552 -0.0463752 111 50 34.472 3.6508
r4-c3 immature+mature 16 0.06129 0.0842447 -0.0229547 111 50 34.472 6.02682
r4-c3 immature+mature 17 0.05596 0.0766171 -0.0206571 111 50 34.472 5.5843
r4-c3 immature+mature 18 0.04142 0.0680159 -0.0265959 111 50 34.472 4.07326
r4-c3 immature+mature 19 0.03275 0.0598676 -0.0271176 111 50 34.472 3.23847
r4-c3 immature+mature 20 0.02172 0.0525589 -0.0308389 111 50 34.472 2.12092
r4-c3 immature+mature 21 0.03072 0.0461163 -0.0153963 111 50 34.472 3.28409
r4-c3 immature+mature 22 0.01869 0.0404654 -0.0217754 111 50 34.472 1.96023
r4-c3 immature+mature 23 0.01928 0.0355133 -0.0162333 111 50 34.472 2.11572
r4-c3 immature+mature 24 0.01954 0.0311729 -0.0116329 111 50 34.472 2.23509
r4-c3 immature+mature 25 0.01171 0.0273659 -0.0156559 111 50 34.472 1.33275
r4-c3 immature+mature 26 0.01649 0.024026 -0.00753604 111 50 34.472 2.00337
r4-c3 immature+mature 27 0.01159 0.021095 -0.00950503 111 50 34.472 1.42209
r4-c3 immature+mature 28 0.00886 0.0185223 -0.00966229 111 50 34.472 1.10919
r4-c3 immature+mature 29 0.00675 0.0162637 -0.0095137 111 50 34.472 0.86424
r4-c3 immature+mature 30 0.02143 0.117143 -0.0957134 111 50 34.472 1.49697
r4-c4 immature+mature 1 0 0.000364804 -0.000364804 211 50 40.4215 0
r4-c4 immature+mature 2 0 1.493e-19 -1.493e-19 211 50 40.4215 0
r4-c4 immature+mature 3 0 3.76927e-23 -3.76927e-23 211 50 40.4215 0
r4-c4 immature+mature 4 0 8.64554e-23 -8.64554e-23 211 50 40.4215 0
r4-c4 immature+mature 5 0.00139 1.97371e-22 0.00139 211 50 40.4215 1.43214
r4-c4 immature+mature 6 0.03159 5.26954e-05 0.0315373 211 50 40.4215 12.7193
r4-c4 immature+mature 7 0.08913 0.000248744 0.0888813 211 50 40.4215 32.4974
r4-c4 immature+mature 8 0.04161 0.000888596 0.0407214 211 50 40.4215 12.2376
r4-c4 immature+mature 9 0.03275 0.00259326 0.0301567 211 50 40.4215 8.05166
r4-c4 immature+mature 10 0.09546 0.00672878 0.0887312 211 50 40.4215 22.2658
r4-c4 immature+mature 11 0.04394 0.0160903 0.0278497 211 50 40.4215 7.83131
r4-c4 immature+mature 12 0.03736 0.0344324 0.00292757 211 50 40.4215 5.37915
r4-c4 immature+mature 13 0.05206 0.0607105 -0.00865055 211 50 40.4215 6.68715
r4-c4 immature+mature 14 0.06332 0.0824593 -0.0191393 211 50 40.4215 7.65425
r4-c4 immature+mature 15 0.0499 0.0892011 -0.0393011 211 50 40.4215 5.58381
r4-c4 immature+mature 16 0.05417 0.0845859 -0.0304159 211 50 40.4215 6.28343
r4-c4 immature+mature 17 0.05809 0.0758641 -0.0177741 211 50 40.4215 7.09252
r4-c4 immature+mature 18 0.04847 0.0668165 -0.0183465 211 50 40.4215 5.95714
r4-c4 immature+mature 19 0.04879 0.0585939 -0.00980386 211 50 40.4215 6.26289
r4-c4 immature+mature 20 0.03896 0.0513657 -0.0124057 211 50 40.4215 5.01395
r4-c4 immature+mature 21 0.03351 0.0450495 -0.0115395 211 50 40.4215 4.38672
r4-c4 immature+mature 22 0.02955 0.0395271 -0.00997711 211 50 40.4215 3.95294
r4-c4 immature+mature 23 0.02398 0.034692 -0.010712 211 50 40.4215 3.24541
r4-c4 immature+mature 24 0.01931 0.0304545 -0.0111445 211 50 40.4215 2.64878
r4-c4 immature+mature 25 0.01958 0.026737 -0.00715696 211 50 40.4215 2.79292
r4-c4 immature+mature 26 0.02004 0.023475 -0.00343496 211 50 40.4215 2.97096
r4-c4 immature+mature 27 0.01162 0.0206119 -0.00899186 211 50 40.4215 1.70186
r4-c4 immature+mature 28 0.01733 0.0180984 -0.000768427 211 50 40.4215 2.71467
r4-c4 immature+mature 29 0.01504 0.0158917 -0.00085174 211 50 40.4215 2.40649
r4-c4 immature+mature 30 0.02307 0.114466 -0.0913964 211 50 40.4215 1.99418
r4-c5 immature+mature 1 0 0.00129484 -0.00129484 155 50 37.8049 0
r4-c5 immature+mature 2 0 5.29926e-19 -5.29926e-19 155 50 37.8049 0
r4-c5 immature+mature 3 0 4.46928e-21 -4.46928e-21 155 50 37.8049 0
r4-c5 immature+mature 4 0 1.04945e-20 -1.04945e-20 155 50 37.8049 0
r4-c5 immature+mature 5 0 2.41666e-20 -2.41666e-20 155 50 37.8049 0
r4-c5 immature+mature 6 0.00581 6.02798e-05 0.00574972 155 50 37.8049 2.04339
r4-c5 immature+mature 7 0 0.000271021 -0.000271021 155 50 37.8049 0
r4-c5 immature+mature 8 0 0.000966742 -0.000966742 155 50 37.8049 0
r4-c5 immature+mature 9 0.00082 0.00282082 -0.00200082 155 50 37.8049 0.164878
r4-c5 immature+mature 10 0.00301 0.00731378 -0.00430378 155 50 37.8049 0.50405
r4-c5 immature+mature 11 0.00041 0.0174517 -0.0170417 155 50 37.8049 0.0539982
r4-c5 immature+mature 12 0.0185 0.0371364 -0.0186364 155 50 37.8049 2.20727
r4-c5 immature+mature 13 0.03203 0.0646329 -0.0326029 155 50 37.8049 3.41958
r4-c5 immature+mature 14 0.04169 0.0857829 -0.0440929 155 50 37.8049 4.21035
r4-c5 immature+mature 15 0.06482 0.0903035 -0.0254835 155 50 37.8049 7.03924
r4-c5 immature+mature 16 0.05612 0.0838963 -0.0277763 155 50 37.8049 6.06596
r4-c5 immature+mature 17 0.08294 0.0744553 0.00848472 155 50 37.8049 10.1093
r4-c5 immature+mature 18 0.08205 0.0653164 0.0167336 155 50 37.8049 10.3847
r4-c5 immature+mature 19 0.0842 0.0572256 0.0269744 155 50 37.8049 11.1328
r4-c5 immature+mature 20 0.06013 0.0501738 0.00995615 155 50 37.8049 7.76153
r4-c5 immature+mature 21 0.08258 0.044022 0.038558 155 50 37.8049 11.697
r4-c5 immature+mature 22 0.0669 0.0386401 0.0282599 155 50 37.8049 9.46175
r4-c5 immature+mature 23 0.0495 0.0339232 0.0155768 155 50 37.8049 6.90972
r4-c5 immature+mature 24 0.05847 0.0297855 0.0286845 155 50 37.8049 8.6628
r4-c5 immature+mature 25 0.02146 0.026153 -0.004693 155 50 37.8049 2.88836
r4-c5 immature+mature 26 0.02621 0.0229642 0.00324581 155 50 37.8049 3.73551
r4-c5 immature+mature 27 0.02782 0.0201645 0.00765553 155 50 37.8049 4.12851
r4-c5 immature+mature 28 0.03397 0.0177062 0.0162638 155 50 37.8049 5.32518
r4-c5 immature+mature 29 0.03369 0.0155477 0.0181423 155 50 37.8049 5.44183
r4-c5 immature+mature 30 0.06107 0.111991 -0.0509214 155 50 37.8049 6.05077
r4-c6 immature+mature 1 0 0.00195626 -0.00195626 366 50 43.9904 0
r4-c6 immature+mature 2 0 0 0 366 50 43.9904 0
r4-c6 immature+mature 3 0 5.74424e-21 -5.74424e-21 366 50 43.9904 0
r4-c6 immature+mature 4 0 1.36362e-20 -1.36362e-20 366 50 43.9904 0
r4-c6 immature+mature 5 0 3.15494e-20 -3.15494e-20 366 50 43.9904 0
r4-c6 immature+mature 6 0 6.42749e-05 -6.42749e-05 366 50 43.9904 0
r4-c6 immature+mature 7 0 0.000280104 -0.000280104 366 50 43.9904 0
r4-c6 immature+mature 8 0.00043 0.00100042 -0.000570417 366 50 43.9904 0.120031
r4-c6 immature+mature 9 0.00041 0.00291944 -0.00250944 366 50 43.9904 0.0951195
r4-c6 immature+mature 10 0.00176 0.00756611 -0.00580611 366 50 43.9904 0.338204
r4-c6 immature+mature 11 0.00453 0.018031 -0.013501 366 50 43.9904 0.715063
r4-c6 immature+mature 12 0.01199 0.0382432 -0.0262532 366 50 43.9904 1.60204
r4-c6 immature+mature 13 0.02049 0.0660604 -0.0455704 366 50 43.9904 2.41067
r4-c6 immature+mature 14 0.03312 0.0865467 -0.0534267 366 50 43.9904 3.82017
r4-c6 immature+mature 15 0.0526 0.0898694 -0.0372694 366 50 43.9904 6.5766
r4-c6 immature+mature 16 0.05824 0.0828948 -0.0246548 366 50 43.9904 7.64985
r4-c6 immature+mature 17 0.08432 0.0735266 0.0107934 366 50 43.9904 12.4313
r4-c6 immature+mature 18 0.08277 0.0646452 0.0181248 366 50 43.9904 12.6245
r4-c6 immature+mature 19 0.08891 0.0567757 0.0321343 366 50 43.9904 14.265
r4-c6 immature+mature 20 0.05122 0.0498721 0.00134786 366 50 43.9904 7.69476
r4-c6 immature+mature 21 0.08514 0.0438124 0.0413276 366 50 43.9904 14.5166
r4-c6 immature+mature 22 0.06717 0.0384873 0.0286827 366 50 43.9904 11.3605
r4-c6 immature+mature 23 0.04953 0.0338063 0.0157237 366 50 43.9904 8.24433
r4-c6 immature+mature 24 0.05728 0.0296924 0.0275876 366 50 43.9904 10.0845
r4-c6 immature+mature 25 0.03176 0.0260764 0.00568362 366 50 43.9904 5.30996
r4-c6 immature+mature 26 0.04308 0.0228998 0.0201802 366 50 43.9904 7.75566
r4-c6 immature+mature 27 0.03161 0.0201095 0.0115005 366 50 43.9904 5.64292
r4-c6 immature+mature 28 0.04207 0.0176588 0.0244112 366 50 43.9904 8.03014
r4-c6 immature+mature 29 0.02664 0.0155065 0.0111335 366 50 43.9904 4.96462
r4-c6 immature+mature 30 0.07492 0.111699 -0.0367792 366 50 43.9904 9.39948
r5-c4 immature+mature 1 0 0.000580641 -0.000580641 180 50 39.1304 0
r5-c4 immature+mature 2 0 0 0 180 50 39.1304 0
r5-c4 immature+mature 3 0 2.32242e-33 -2.32242e-33 180 50 39.1304 0
r5-c4 immature+mature 4 0.00322 5.29137e-33 0.00322 180 50 39.1304 3.21831
r5-c4 immature+mature 5 0.00377 1.20588e-32 0.00377 180 50 39.1304 3.77033
r5-c4 immature+mature 6 0.01902 3.866e-05 0.0189813 180 50 39.1304 7.47641
r5-c4 immature+mature 7 0.03104 0.000201705 0.0308383 180 50 39.1304 10.4397
r5-c4 immature+mature 8 0.00691 0.000728133 0.00618187 180 50 39.1304 1.85092
r5-c4 immature+mature 9 0.02529 0.0021282 0.0231618 180 50 39.1304 6.08419
r5-c4 immature+mature 10 0.06394 0.00553151 0.0584085 180 50 39.1304 14.2068
r5-c4 immature+mature 11 0.02138 0.0132866 0.00809337 180 50 39.1304 3.55482
r5-c4 immature+mature 12 0.0375 0.0287654 0.00873456 180 50 39.1304 5.46917
r5-c4 immature+mature 13 0.05159 0.0520839 -0.000493885 180 50 39.1304 6.67568
r5-c4 immature+mature 14 0.05312 0.0741273 -0.0210073 180 50 39.1304 6.17537
r5-c4 immature+mature 15 0.05936 0.0848418 -0.0254818 180 50 39.1304 6.74099
r5-c4 immature+mature 16 0.06063 0.0843236 -0.0236936 180 50 39.1304 6.93038
r5-c4 immature+mature 17 0.07368 0.0779144 -0.00423438 180 50 39.1304 9.00508
r5-c4 immature+mature 18 0.05608 0.0697107 -0.0136307 180 50 39.1304 6.72451
r5-c4 immature+mature 19 0.05034 0.0615871 -0.0112471 180 50 39.1304 6.15598
r5-c4 immature+mature 20 0.04956 0.0541664 -0.00460636 180 50 39.1304 6.29229
r5-c4 immature+mature 21 0.05278 0.0475717 0.00520833 180 50 39.1304 7.04417
r5-c4 immature+mature 22 0.04962 0.0417644 0.00785563 180 50 39.1304 6.80611
r5-c4 immature+mature 23 0.03732 0.0366646 0.000655379 180 50 39.1304 5.08502
r5-c4 immature+mature 24 0.03081 0.0321894 -0.00137943 180 50 39.1304 4.24262
r5-c4 immature+mature 25 0.01695 0.0282617 -0.0113117 180 50 39.1304 2.26242
r5-c4 immature+mature 26 0.02155 0.0248142 -0.00326423 180 50 39.1304 3.0589
r5-c4 immature+mature 27 0.02308 0.021788 0.00129197 180 50 39.1304 3.41787
r5-c4 immature+mature 28 0.03649 0.0191313 0.0173587 180 50 39.1304 5.88452
r5-c4 immature+mature 29 0.01237 0.0167987 -0.00442873 180 50 39.1304 1.85678
r5-c4 immature+mature 30 0.04857 0.121 -0.0724299 180 50 39.1304 4.6173
r5-c5 immature+mature 1 0 0.000899865 -0.000899865 215 50 40.566 0
r5-c5 immature+mature 2 0 0 0 215 50 40.566 0
r5-c5 immature+mature 3 0 3.38566e-33 -3.38566e-33 215 50 40.566 0
r5-c5 immature+mature 4 0 7.85717e-33 -7.85717e-33 215 50 40.566 0
r5-c5 immature+mature 5 0 1.80276e-32 -1.80276e-32 215 50 40.566 0
r5-c5 immature+mature 6 0 4.24948e-05 -4.24948e-05 215 50 40.566 0
r5-c5 immature+mature 7 0 0.000214117 -0.000214117 215 50 40.566 0
r5-c5 immature+mature 8 0 0.000770479 -0.000770479 215 50 40.566 0
r5-c5 immature+mature 9 0.004 0.0022512 0.0017488 215 50 40.566 0.915659
r5-c5 immature+mature 10 0.002 0.00584816 -0.00384816 215 50 40.566 0.375531
r5-c5 immature+mature 11 0.00272 0.0140264 -0.0113064 215 50 40.566 0.416621
r5-c5 immature+mature 12 0.00713 0.0302503 -0.0231203 215 50 40.566 0.905531
r5-c5 immature+mature 13 0.02893 0.0542995 -0.0253695 215 50 40.566 3.50167
r5-c5 immature+mature 14 0.03452 0.0761472 -0.0416272 215 50 40.566 3.82308
r5-c5 immature+mature 15 0.07112 0.0856958 -0.0145758 215 50 40.566 8.73772
r5-c5 immature+mature 16 0.06981 0.0840803 -0.0142703 215 50 40.566 8.59647
r5-c5 immature+mature 17 0.08539 0.0771381 0.00825192 215 50 40.566 11.279
r5-c5 immature+mature 18 0.07731 0.0688168 0.00849322 215 50 40.566 10.3587
r5-c5 immature+mature 19 0.09025 0.0607559 0.0294941 215 50 40.566 12.9349
r5-c5 immature+mature 20 0.06314 0.0534458 0.00969417 215 50 40.566 8.77164
r5-c5 immature+mature 21 0.08447 0.0469588 0.0375112 215 50 40.566 12.8327
r5-c5 immature+mature 22 0.07012 0.0412428 0.0288772 215 50 40.566 10.6689
r5-c5 immature+mature 23 0.04646 0.0362179 0.0102421 215 50 40.566 6.84322
r5-c5 immature+mature 24 0.05549 0.0318041 0.0236859 215 50 40.566 8.69867
r5-c5 immature+mature 25 0.02284 0.0279273 -0.00508732 215 50 40.566 3.28596
r5-c5 immature+mature 26 0.02904 0.024523 0.00451705 215 50 40.566 4.45347
r5-c5 immature+mature 27 0.03175 0.0215336 0.0102164 215 50 40.566 5.09043
r5-c5 immature+mature 28 0.04203 0.0189086 0.0231214 215 50 40.566 7.20444
r5-c5 immature+mature 29 0.02556 0.0166035 0.00895645 215 50 40.566 4.26525
r5-c5 immature+mature 30 0.05592 0.119598 -0.0636779 215 50 40.566 5.77196
r5-c6 immature+mature 1 0 0.000786434 -0.000786434 300 50 42.8571 0
r5-c6 immature+mature 2 0 0 0 300 50 42.8571 0
r5-c6 immature+mature 3 0 2.54254e-33 -2.54254e-33 300 50 42.8571 0
r5-c6 immature+mature 4 0 6.02292e-33 -6.02292e-33 300 50 42.8571 0
r5-c6 immature+mature 5 0.00074 1.38867e-32 0.00074 300 50 42.8571 0.807765
r5-c6 immature+mature 6 0.00019 4.32682e-05 0.000146732 300 50 42.8571 0.0771743
r5-c6 immature+mature 7 0 0.000214967 -0.000214967 300 50 42.8571 0
r5-c6 immature+mature 8 0 0.000774084 -0.000774084 300 50 42.8571 0
r5-c6 immature+mature 9 0 0.00226236 -0.00226236 300 50 42.8571 0
r5-c6 immature+mature 10 0.00355 0.00587658 -0.00232658 300 50 42.8571 0.711462
r5-c6 immature+mature 11 0.001 0.014088 -0.013088 300 50 42.8571 0.159418
r5-c6 immature+mature 12 0.00443 0.0303453 -0.0259153 300 50 42.8571 0.581195
r5-c6 immature+mature 13 0.02023 0.0543232 -0.0340932 300 50 42.8571 2.47504
r5-c6 immature+mature 14 0.02905 0.0758679 -0.0468179 300 50 42.8571 3.33257
r5-c6 immature+mature 15 0.05912 0.0851017 -0.0259817 300 50 42.8571 7.48119
r5-c6 immature+mature 16 0.05333 0.083474 -0.030144 300 50 42.8571 6.64778
r5-c6 immature+mature 17 0.07446 0.0767418 -0.00228176 300 50 42.8571 10.2296
r5-c6 immature+mature 18 0.07675 0.0686529 0.00809713 300 50 42.8571 10.9777
r5-c6 immature+mature 19 0.0885 0.0607587 0.0277413 300 50 42.8571 13.4941
r5-c6 immature+mature 20 0.05884 0.0535451 0.00529491 300 50 42.8571 8.60665
r5-c6 immature+mature 21 0.08817 0.0471045 0.0410655 300 50 42.8571 14.3957
r5-c6 immature+mature 22 0.07287 0.0414047 0.0314653 300 50 42.8571 11.8931
r5-c6 immature+mature 23 0.04741 0.0363792 0.0110308 300 50 42.8571 7.45583
r5-c6 immature+mature 24 0.0649 0.0319564 0.0329436 300 50 42.8571 11.1017
r5-c6 immature+mature 25 0.03047 0.028067 0.00240301 300 50 42.8571 4.82375
r5-c6 immature+mature 26 0.03702 0.0246489 0.0123711 300 50 42.8571 6.22248
r5-c6 immature+mature 27 0.04172 0.0216459 0.0200741 300 50 42.8571 7.35994
r5-c6 immature+mature 28 0.03782 0.0190082 0.0188118 300 50 42.8571 6.79645
r5-c6 immature+mature 29 0.03735 0.0166916 0.0206584 300 50 42.8571 6.90943
r5-c6 immature+mature 30 0.07071 0.120237 -0.0495274 300 50 42.8571 8.24943
r5-c7 immature+mature 1 0 0.000579627 -0.000579627 214 50 40.5303 0
r5-c7 immature+mature 2 0 2.37219e-19 -2.37219e-19 214 50 40.5303 0
r5-c7 immature+mature 3 0 1.52694e-33 -1.52694e-33 214 50 40.5303 0
r5-c7 immature+mature 4 0 3.60998e-33 -3.60998e-33 214 50 40.5303 0
r5-c7 immature+mature 5 0 8.34757e-33 -8.34757e-33 214 50 40.5303 0
r5-c7 immature+mature 6 0 4.05573e-05 -4.05573e-05 214 50 40.5303 0
r5-c7 immature+mature 7 0 0.000203881 -0.000203881 214 50 40.5303 0
r5-c7 immature+mature 8 0 0.000736893 -0.000736893 214 50 40.5303 0
r5-c7 immature+mature 9 0.00108 0.00215554 -0.00107554 214 50 40.5303 0.245029
r5-c7 immature+mature 10 0 0.00560144 -0.00560144 214 50 40.5303 0
r5-c7 immature+mature 11 5e-05 0.0134381 -0.0133881 214 50 40.5303 0.00756723
r5-c7 immature+mature 12 0.01818 0.028998 -0.010818 214 50 40.5303 2.52121
r5-c7 immature+mature 13 0.03083 0.0521322 -0.0213022 214 50 40.5303 3.81575
r5-c7 immature+mature 14 0.03828 0.0733983 -0.0351183 214 50 40.5303 4.37383
r5-c7 immature+mature 15 0.06544 0.0832773 -0.0178373 214 50 40.5303 7.96526
r5-c7 immature+mature 16 0.05501 0.0826784 -0.0276684 214 50 40.5303 6.47297
r5-c7 immature+mature 17 0.08115 0.0767893 0.0043607 214 50 40.5303 10.6083
r5-c7 immature+mature 18 0.08481 0.0692016 0.0156084 214 50 40.5303 11.5476
r5-c7 immature+mature 19 0.08636 0.0615393 0.0248207 214 50 40.5303 12.2128
r5-c7 immature+mature 20 0.05928 0.0543953 0.00488471 214 50 40.5303 8.09037
r5-c7 immature+mature 21 0.08146 0.0479397 0.0335203 214 50 40.5303 12.2128
r5-c7 immature+mature 22 0.05861 0.0421854 0.0164246 214 50 40.5303 8.58622
r5-c7 immature+mature 23 0.04952 0.03709 0.01243 214 50 40.5303 7.31175
r5-c7 immature+mature 24 0.04791 0.0325942 0.0153158 214 50 40.5303 7.28813
r5-c7 immature+mature 25 0.03079 0.0286344 0.00215563 214 50 40.5303 4.55776
r5-c7 immature+mature 26 0.04049 0.0251511 0.0153389 214 50 40.5303 6.43248
r5-c7 immature+mature 27 0.02932 0.0220891 0.00723093 214 50 40.5303 4.62143
r5-c7 immature+mature 28 0.03761 0.0193985 0.0182115 214 50 40.5303 6.31176
r5-c7 immature+mature 29 0.03939 0.0170349 0.0223551 214 50 40.5303 6.85646
r5-c7 immature+mature 30 0.06439 0.122717 -0.058327 214 50 40.5303 6.79893
*end

[CAA-2005]
report.type: observation
label: CAA-2005
type: proportions_at_age
year: 2005
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area category age observed expected residual errorvalue processerror totalerror score
r1-c6 immature+mature 1 0 0.000161818 -0.000161818 436 50 44.856 0
r1-c6 immature+mature 2 0 0.00219765 -0.00219765 436 50 44.856 0
r1-c6 immature+mature 3 0 0.00587167 -0.00587167 436 50 44.856 0
r1-c6 immature+mature 4 0.00372 0.0145982 -0.0108782 436 50 44.856 0.630219
r1-c6 immature+mature 5 0.01312 0.0341831 -0.0210631 436 50 44.856 1.87284
r1-c6 immature+mature 6 0.02503 0.0707559 -0.0457259 436 50 44.856 3.03024
r1-c6 immature+mature 7 0.04248 0.117497 -0.0750172 436 50 44.856 4.688
r1-c6 immature+mature 8 0.04972 0.149254 -0.0995344 436 50 44.856 5.15792
r1-c6 immature+mature 9 0.0602 0.154197 -0.0939972 436 50 44.856 6.47678
r1-c6 immature+mature 10 0.04999 0.141515 -0.0915246 436 50 44.856 5.31262
r1-c6 immature+mature 11 0.07221 0.119675 -0.0474651 436 50 44.856 8.97639
r1-c6 immature+mature 12 0.08419 0.0905825 -0.00639254 436 50 44.856 11.916
r1-c6 immature+mature 13 0.08845 0.0565305 0.0319195 436 50 44.856 14.5278
r1-c6 immature+mature 14 0.07538 0.0272404 0.0481396 436 50 44.856 14.4734
r1-c6 immature+mature 15 0.11566 0.0105052 0.105155 436 50 44.856 28.7476
r1-c6 immature+mature 16 0.08332 0.00356684 0.0797532 436 50 44.856 23.8546
r1-c6 immature+mature 17 0.05877 0.00114533 0.0576247 436 50 44.856 19.2066
r1-c6 immature+mature 18 0.04838 0.000359959 0.04802 436 50 44.856 18.0638
r1-c6 immature+mature 19 0.02976 0.000112247 0.0296478 436 50 44.856 12.3162
r1-c6 immature+mature 20 0.02269 3.49047e-05 0.0226551 436 50 44.856 10.453
r1-c6 immature+mature 21 0.01794 1.08432e-05 0.0179292 436 50 44.856 9.12976
r1-c6 immature+mature 22 0.00972 3.3673e-06 0.00971663 436 50 44.856 5.37304
r1-c6 immature+mature 23 0.0125 1.04556e-06 0.012499 436 50 44.856 7.60449
r1-c6 immature+mature 24 0.00821 2.47896e-19 0.00821 436 50 44.856 9.46576
r1-c6 immature+mature 25 0.00805 2.17344e-19 0.00805 436 50 44.856 9.27971
r1-c6 immature+mature 26 0.00224 1.90852e-19 0.00224 436 50 44.856 2.56451
r1-c6 immature+mature 27 0.00201 1.6759e-19 0.00201 436 50 44.856 2.30049
r1-c6 immature+mature 28 0.00493 1.47162e-19 0.00493 436 50 44.856 5.66321
r1-c6 immature+mature 29 0.00245 1.29224e-19 0.00245 436 50 44.856 2.8057
r1-c6 immature+mature 30 0.0089 9.30858e-19 0.0089 436 50 44.856 10.2687
r1-c7 immature+mature 1 0 0.000203248 -0.000203248 285 50 42.5373 0
